"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1A: O2 flux per mass [pmol/(s*mg)]","1B: O2 concentration [µM]","1B: O2 flux per mass [pmol/(s*mg)]","1A: Amp [µM]","1A: Amp flux per mass [pmol/(s*mg)]","1B: Amp [nM]","1B: Amp flux per mass [fmol/(s*mg)]"
112.17,"","","",161.4168,-1143.3979,129.2761,121.4770,2747.9779,-665.7683,1239.2568,-353.1984
112.20,"","","",162.0091,-1107.9493,129.1435,121.4770,2743.2716,-269.7510,1240.8150,-332.4220
112.23,"","","",162.5680,-1073.2241,128.9823,121.7945,2768.9554,-157.8330,1240.1917,-318.5711
112.27,"","","",163.0997,-1039.0416,128.8672,121.7945,2761.2933,-200.8784,1240.3995,-297.7947
112.30,"","","",163.6197,-1005.5825,128.7688,121.9533,2760.6189,-60.2635,1240.1571,-277.0184
112.33,"","","",164.1225,-973.0276,128.6576,121.9533,2751.9811,25.8272,1241.4383,-249.3165
112.37,"","","",164.6126,-941.3771,128.5202,122.1121,2769.9885,25.8272,1242.1308,-207.7638
112.40,"","","",165.1145,-910.6309,128.3694,122.2709,2766.2435,77.4817,1241.4383,-180.0619
112.43,"","","",165.5992,-881.1507,128.2344,122.4297,2750.1589,45.9151,1242.6156,-138.5092
112.47,"","","",166.0124,-852.7556,128.1375,122.5885,2764.6795,97.5695,1241.8884,-96.9564
112.50,"","","",166.4076,-825.0840,128.0415,122.5885,2735.6526,8.6091,1242.2001,-55.4037
112.53,"","","",166.8182,-798.4976,127.9002,122.5885,2780.7642,22.9575,1243.1004,-13.8509
112.57,"","","",167.2477,-772.8154,127.7588,122.5885,2748.6954,-45.9151,1243.3428,34.6273
112.60,"","","",167.6700,-748.0376,127.6389,122.5885,2764.5504,20.0878,1242.6849,62.3291
112.63,"","","",168.0317,-724.1641,127.5159,122.7473,2761.5229,-71.7423,1242.1654,117.7328
112.67,"","","",168.3727,-701.0140,127.4206,122.7473,2742.4538,-198.0087,1242.3040,166.2110
112.70,"","","",168.7235,-678.5873,127.3285,122.7473,2750.3598,-215.2268,1243.7583,221.6147
112.73,"","","",169.0663,-656.8841,127.1856,122.9061,2745.7109,-226.7056,1245.6282,283.9438
112.77,"","","",169.3891,-635.9043,127.0292,123.0649,2762.9577,-229.5753,1244.9356,346.2729
112.80,"","","",169.7020,-615.4671,126.9156,123.0649,2764.7513,-203.7481,1244.7625,401.6766
112.83,"","","",170.0221,-595.7533,126.8084,123.0649,2783.2177,-63.1332,1245.5589,373.9748
112.87,"","","",170.3214,-576.7630,126.6822,123.0649,2743.1568,-192.2693,1245.8706,360.1239
112.90,"","","",170.6180,-558.4962,126.6036,122.9061,2773.0160,-117.6573,1244.9356,339.3475
112.93,"","","",170.9020,-540.5910,126.4797,122.9061,2734.3612,-195.1390,1245.4204,325.4966
112.97,"","","",171.1859,-523.5901,126.2908,123.0649,2744.8500,-281.2297,1245.2819,311.6456
113.00,"","","",171.4618,-506.9510,126.1526,123.2237,2736.6713,-321.4054,1245.3858,304.7202
113.03,"","","",171.7068,-491.0353,126.0454,123.3825,2757.2183,-289.8388,1246.2168,290.8693
113.07,"","","",171.9600,-475.4813,125.9351,123.3825,2706.5252,-453.4112,1247.5327,290.8693
113.10,"","","",172.1870,-460.2891,125.7985,123.7001,2740.4880,-550.9807,1246.8748,277.0184
113.13,"","","",172.3914,-445.6394,125.6366,124.0177,2766.7027,-387.4083,1247.1518,270.0929
113.17,"","","",172.6220,-431.7132,125.5516,124.1764,2769.3571,-350.1023,1246.4592,263.1674
113.20,"","","",172.8517,-418.1487,125.4357,124.0177,2749.8863,-330.0145,1245.6974,263.1674
113.23,"","","",173.0551,-405.1267,125.3460,123.7001,2748.2792,-335.7539,1243.9314,249.3165
113.27,"Pi-2mM","Right","",173.2595,-392.2857,125.2999,123.2237,2747.8631,-304.1873,1241.9231,228.5401
113.30,"","","",173.4440,-379.9872,125.2848,122.2709,2756.1279,-272.6207,1243.4120,207.7638
113.33,"","","",173.6276,-367.8696,125.2991,121.0006,2757.2614,-235.3147,1245.6974,193.9128
113.37,"","","",173.8138,-356.1136,125.1911,119.7302,2743.3290,-364.4508,1244.4508,180.0619
113.40,"","","",174.0110,-344.7195,125.0887,118.4599,2752.8995,-327.1448,1245.2126,166.2110
113.43,"","","",174.1801,-333.6870,124.9839,117.0307,2778.7267,-220.9662,1246.2168,159.2856
113.47,"","","",174.3664,-323.1971,124.8823,115.7604,2755.5683,-149.2239,1247.8443,152.3601
113.50,"","","",174.5201,-312.7072,124.7505,114.6488,2716.1961,-315.6660,1250.0605,159.2856
113.53,"","","",174.6639,-302.7599,124.5766,113.6961,2723.3416,-467.7596,1249.5411,166.2110
113.57,"","","",174.8095,-292.9934,124.3995,113.2197,2750.3024,-418.9749,1250.5106,173.1365
113.60,"","","",174.9759,-283.5887,124.2757,112.7433,2747.8918,-404.6264,1252.0342,180.0619
113.63,"","","",175.1450,-274.5457,124.1764,112.2669,2725.4222,-473.4990,1253.0038,193.9128
113.67,"","","",175.2770,-265.8644,124.0502,111.6318,2713.8717,-611.2442,1252.6229,207.7638
113.70,"","","",175.3855,-257.3640,123.9232,111.3142,2733.6438,-599.7654,1253.5925,221.6147
113.73,"","","",175.5157,-249.2253,123.7850,111.1554,2746.9879,-548.1110,1253.8348,235.4656
113.77,"","","",175.6387,-241.2674,123.6342,111.1554,2741.3346,-573.9382,1253.5925,249.3165
113.80,"","","",175.7391,-233.6713,123.4833,111.3142,2718.9367,-625.5927,1255.1853,263.1674
113.83,"","","",175.8395,-225.8943,123.3618,111.3142,2723.6429,-763.3378,1256.1549,277.0184
113.87,"","","",175.9923,-218.6599,123.2332,111.4730,2711.6333,-766.2075,1256.2934,297.7947
113.90,"","","",176.1388,-211.7872,123.1363,111.6318,2748.4227,-748.9894,1257.0552,318.5711
113.93,"","","",176.2202,-205.2763,123.0498,111.7906,2735.0500,-717.4228,1256.7089,332.4220
113.97,"","","",176.3043,-198.7653,122.9132,111.9494,2738.0058,-680.1168,1257.1591,339.3475
114.00,"","","",176.4191,-192.4352,122.7489,112.2669,2718.2623,-786.2954,1256.5011,346.2729
114.03,"","","",176.5041,-186.2860,122.6060,112.5845,2738.5366,-780.5560,1256.4665,353.1984
114.07,"","","",176.5991,-180.3176,122.4758,113.0609,2764.3352,-697.3349,1256.3973,367.0493
114.10,"","","",176.6732,-174.5300,122.3487,113.6961,2756.7305,-579.6776,1256.0856,373.9748
114.13,"","","",176.7519,-168.7425,122.2558,114.1725,3420.8487,1974.3475,1256.5011,380.9002
114.17,"","","",176.8017,-163.1359,122.1391,114.8076,3488.7887,4726.3812,1257.6438,387.8257
114.20,"","","",176.8098,-157.3483,121.9962,115.4428,2742.4681,4462.3697,1258.7519,401.6766
114.23,"","","",176.8279,-151.7417,121.8509,115.9192,2748.1788,4333.2336,1258.7865,408.6021
114.27,"","","",176.6796,-145.4116,121.7136,116.7132,2751.0342,4072.0917,1262.0069,429.3784
114.30,"","","",176.4616,-138.1772,121.5691,117.6659,2749.6424,3839.6467,1262.1800,450.1548
114.33,"","","",176.2916,-130.5810,121.4142,118.9363,2749.5993,3578.5048,1262.4224,464.0057
114.37,"","","",176.0909,-122.0806,121.2793,120.2066,2750.3311,3394.8446,1261.8337,470.9312
114.40,"","","",175.8684,-113.0376,121.1768,121.3182,2751.2207,3018.9150,1262.4917,491.7076
114.43,"","","",175.6631,-103.4520,121.0720,122.5885,2750.3167,2763.5125,1262.1108,498.6330
114.47,"","","",175.4452,-93.1430,120.9029,124.1764,2751.4503,2611.4189,1263.3227,512.4840
114.50,"","","",175.2065,-82.2914,120.7568,125.6056,2753.0716,2479.4131,1263.3573,519.4094
114.53,"","","",175.0066,-71.0780,120.6234,127.1935,2751.9381,2269.9257,1263.5305,519.4094
114.57,"","","",174.8258,-59.5030,120.5163,128.6227,2751.4072,2051.8291,1263.2535,512.4840
114.60,"","","",174.6141,-47.7471,120.3559,129.8930,2751.5937,1833.7326,1263.1842,491.7076
114.63,"","","",174.3989,-35.6295,120.2026,130.6870,2753.1290,1652.9421,1262.6648,464.0057
114.67,"","","",174.1982,-23.1501,120.1066,131.0046,2751.7085,1469.2818,1262.9072,450.1548
114.70,"","","",173.9947,-10.6707,119.9978,131.1634,2751.9238,1233.9672,1263.8768,429.3784
114.73,"","","",173.8274,1.6277,119.8819,131.1634,2752.7990,1038.8282,1266.0929,415.5275
114.77,"","","",173.6212,14.1071,119.7271,131.0046,2751.5077,938.3890,1265.8851,408.6021
114.80,"","","",173.3979,26.5864,119.5913,131.0046,2751.9094,754.7288,1265.7120,394.7512
114.83,"","","",173.1456,39.2467,119.4666,130.6870,2751.9381,418.9749,1266.1968,387.8257
114.87,"","","",172.9276,51.7260,119.3356,130.6870,2752.3686,106.1786,1266.6469,380.9002
114.90,"","","",172.7332,64.2054,119.2181,130.8458,2752.2968,-106.1786,1267.0625,373.9748
114.93,"","","",172.5071,76.3230,119.0887,131.0046,2751.9525,-332.8842,1266.7855,373.9748
114.97,"","","",172.3064,88.2598,118.9506,131.0046,2754.6356,-634.2017,1267.3395,367.0493
115.00,"","","",172.0523,100.0157,118.8108,131.0046,2753.8608,-990.0434,1267.4087,367.0493
115.03,"","","",171.8388,111.4099,118.6457,131.1634,2753.6169,-1277.0125,1266.6816,360.1239
115.07,"","","",171.6535,122.4423,118.5163,131.1634,2751.8807,-1523.8060,1264.9156,346.2729
115.10,"","","",171.4744,132.7514,118.4091,131.3221,2752.3542,-1790.6872,1265.8159,325.4966
115.13,"","","",171.2764,142.8795,118.2836,131.4809,2755.7691,-2132.1805,1266.4738,318.5711
115.17,"","","",171.0765,152.2842,118.1336,131.7985,2756.0705,-2465.0647,1266.9240,318.5711
115.20,"","","",170.8514,161.1464,117.9986,131.9573,2755.7261,-2846.7336,1267.2356,311.6456
115.23,"","","",170.6524,169.2851,117.8716,132.1161,2752.0816,-3113.6148,1268.0320,311.6456
115.27,"","","",170.4390,176.7004,117.7501,131.9573,2754.7504,-3417.8021,1268.4476,304.7202
115.30,"","","",170.1921,183.7539,117.6373,131.7985,2756.0705,-3713.3803,1268.2744,297.7947
115.33,"","","",169.9669,189.9032,117.5286,131.6397,2754.5782,-4092.1795,1268.7246,290.8693
115.37,"","","",169.7888,195.3290,117.4007,131.4809,2754.2626,-4402.1061,1269.2094,283.9438
115.40,"","","",169.5899,199.6696,117.2515,131.4809,2755.1952,-4608.7239,1268.2398,270.0929
115.43,"","","",169.3846,203.2868,117.1260,131.4809,2754.7074,-4849.7780,1268.6900,256.2420
115.47,"","","",169.1657,205.9997,116.9902,131.3221,2756.1709,-2528.1979,1268.0320,235.4656
115.50,"","","",168.9550,207.9892,116.8600,131.0046,2752.9138,169.3118,1268.9323,221.6147
115.53,"","","",168.7615,209.0743,116.7187,130.8458,2753.9756,134.8755,1269.1401,207.7638
115.57,"","","",168.5734,209.2552,116.5687,130.8458,2754.7504,126.2664,1269.3825,200.8383
115.60,"","","",168.3781,209.0743,116.4408,130.6870,2754.7504,126.2664,1269.6595,200.8383
115.63,"","","",168.1565,209.0743,116.3519,130.5282,2756.8596,126.2664,1271.0792,200.8383
115.67,"","","",167.9531,208.8935,116.2066,130.5282,2752.5838,109.0483,1270.2482,200.8383
115.70,"","","",167.7568,208.7126,116.0820,130.5282,2753.6312,100.4392,1270.1789,200.8383
115.73,"","","",167.5362,208.7126,115.9406,130.5282,2753.9038,94.6998,1270.0404,193.9128
115.77,"","","",167.2893,208.7126,115.7961,130.3694,2755.3530,88.9604,1271.7025,193.9128
115.80,"","","",167.0641,208.7126,115.6596,130.3694,2753.0286,80.3514,1271.2177,200.8383
115.83,"","","",166.8742,208.8935,115.5659,130.3694,2752.8134,74.6120,1271.5640,200.8383
115.87,"","","",166.7015,208.8935,115.4714,130.2106,2754.2913,71.7423,1272.0142,200.8383
115.90,"","","",166.5026,208.7126,115.3444,129.8930,2754.4060,66.0029,1272.9145,200.8383
115.93,"","","",166.2566,208.7126,115.1895,129.8930,2753.7747,57.3938,1270.2136,193.9128
115.97,"","","",166.0341,208.7126,115.0085,130.0518,2754.7647,57.3938,1270.1443,180.0619
116.00,"","","",165.9148,208.5318,114.8775,130.2106,2757.8640,66.0029,1269.6595,166.2110
116.03,"","","",165.8243,207.8083,114.7330,130.3694,2754.0330,57.3938,1272.0834,159.2856
116.07,"","","",165.5784,207.0849,114.5845,130.3694,2753.1721,51.6544,1270.9061,159.2856
116.10,"","","",165.2989,206.5423,114.4789,130.5282,2751.5937,31.5666,1271.4601,159.2856
116.13,"","","",165.0168,206.5423,114.3686,130.5282,2753.6743,22.9575,1271.3563,152.3601
116.17,"","","",164.7962,206.5423,114.2614,130.3694,2751.8951,5.7394,1273.4339,159.2856
116.20,"","","",164.5728,206.7232,114.1224,130.3694,2756.6874,8.6091,1273.3646,166.2110
116.23,"","","",164.3675,206.9040,114.0002,130.2106,2752.2825,-5.7394,1272.7760,166.2110
116.27,"","","",164.1858,206.9040,113.8509,130.2106,2753.5882,-14.3485,1273.7455,173.1365
116.30,"","","",163.9904,206.9040,113.7326,130.0518,2750.2737,-28.6969,1274.0572,180.0619
116.33,"","","",163.7815,207.0849,113.6048,130.0518,2751.1920,-40.1757,1274.3688,186.9874
116.37,"","","",163.5717,207.2657,113.4785,130.0518,2755.3961,-37.3060,1273.5724,186.9874
116.40,"","","",163.3728,207.4466,113.3309,130.2106,2753.2869,-45.9151,1273.0876,180.0619
116.43,"","","",163.1946,207.2657,113.1991,130.2106,2752.5551,-60.2635,1273.6417,173.1365
116.47,"","","",162.9903,207.0849,113.0871,130.2106,2751.7659,-63.1332,1274.8190,173.1365
116.50,"","","",162.7877,206.9040,112.9593,130.2106,2752.7990,-57.3938,1274.2649,166.2110
116.53,"","","",162.5779,206.7232,112.8180,130.3694,2753.2008,-54.5241,1273.9533,166.2110
116.57,"","","",162.3636,206.7232,112.6877,130.3694,2752.4690,-66.0029,1273.8148,166.2110
116.60,"","","",162.1710,206.5423,112.5671,130.3694,2751.7229,-71.7423,1274.1611,166.2110
116.63,"","","",161.9639,206.5423,112.4456,130.3694,2754.9943,-57.3938,1274.9575,166.2110
116.67,"","","",161.7387,206.7232,112.3320,130.0518,2756.6874,-43.0454,1275.0960,166.2110
116.70,"","","",161.5154,206.7232,112.2225,129.8930,2752.9425,-45.9151,1275.4769,166.2110
116.73,"","","",161.3164,206.7232,112.0804,129.7342,2753.7747,-40.1757,1276.2387,173.1365
116.77,"","","",161.1120,206.9040,111.9255,129.5754,2756.2713,-28.6969,1274.2996,166.2110
116.80,"","","",160.9031,206.9040,111.8017,129.4166,2754.1621,-17.2181,1272.4297,152.3601
116.83,"","","",160.6961,207.0849,111.6794,129.4166,2754.0617,-20.0878,1271.4255,131.5837
116.87,"Pi-3mM","Right","",160.5134,206.9040,111.5849,129.0990,2756.6731,-8.6091,1268.3437,103.8819
116.90,"","","",160.3470,206.7232,111.5698,128.6227,2756.1135,2.8697,1271.5294,90.0310
116.93,"","","",160.1462,206.3614,111.5960,127.5111,2754.8795,11.4788,1271.2870,76.1800
116.97,"","","",159.9319,206.1806,111.5238,126.2408,2756.6444,31.5666,1272.4297,69.2546
117.00,"","","",159.7230,205.9997,111.4039,124.9704,2752.9281,22.9575,1272.1527,55.4037
117.03,"","","",159.4897,205.8189,111.2975,123.5413,2756.5727,31.5666,1272.3258,48.4782
117.07,"","","",159.2926,205.6380,111.1546,122.4297,2756.8596,43.0454,1272.3951,34.6273
117.10,"","","",159.1298,205.6380,111.0323,121.3182,2755.1952,51.6544,1271.9795,27.7018
117.13,"","","",158.9444,205.4571,110.9148,120.3654,2759.3419,68.8726,1272.8106,27.7018
117.17,"","","",158.6795,205.4571,110.7616,119.4126,2756.0705,68.8726,1273.2954,20.7764
117.20,"","","",158.4263,205.6380,110.6083,118.4599,2756.0274,74.6120,1273.9187,20.7764
117.23,"","","",158.2147,205.8189,110.5004,117.5071,2755.4678,80.3514,1273.3646,27.7018
117.27,"","","",158.0257,205.9997,110.3757,116.7132,2757.2470,88.9604,1275.9963,27.7018
117.30,"","","",157.9000,205.8189,110.2685,116.0780,2757.2757,100.4392,1276.0309,27.7018
117.33,"","","",157.7191,205.4571,110.1137,115.7604,2754.2913,111.9180,1276.8274,27.7018
117.37,"","","",157.5003,204.5528,109.9613,115.4428,2755.6974,117.6573,1278.8357,41.5528
117.40,"","","",157.2914,203.8294,109.8279,115.4428,2757.5627,123.3967,1279.4244,55.4037
117.43,"","","",157.0798,203.4677,109.7223,115.2840,2756.7305,120.5270,1279.5283,62.3291
117.47,"","","",156.8817,203.2868,109.6334,114.9664,2754.8652,114.7876,1278.9050,76.1800
117.50,"","","",156.6710,203.2868,109.5039,114.6488,2757.4479,114.7876,1278.9396,90.0310
117.53,"","","",156.4504,203.4677,109.3261,114.6488,2757.8066,132.0058,1279.6322,103.8819
117.57,"","","",156.2270,203.6485,109.1943,114.6488,2758.1653,134.8755,1280.4286,124.6583
117.60,"","","",156.0100,203.8294,109.0720,114.8076,2758.3088,140.6149,1279.3898,138.5092
117.63,"","","",155.8056,203.8294,108.9259,114.9664,2757.4049,132.0058,1279.9092,152.3601
117.67,"","","",155.6157,204.0103,108.7552,115.4428,2756.1852,117.6573,1279.9784,166.2110
117.70,"","","",155.4484,204.0103,108.6187,116.0780,2758.4380,129.1361,1280.0477,180.0619
117.73,"","","",155.2675,203.8294,108.5226,116.5544,2757.5340,129.1361,1280.2555,193.9128
117.77,"","","",155.0858,203.4677,108.3900,117.1895,2756.5870,120.5270,1280.5325,200.8383
117.80,"","","",154.8823,203.2868,108.2876,117.8247,2756.3861,106.1786,1280.3940,221.6147
117.83,"","","",154.6797,202.9251,108.1963,118.3011,2758.3232,103.3089,1282.1253,235.4656
117.87,"","","",154.4546,202.7442,108.0279,118.9363,2756.3000,94.6998,1281.8483,249.3165
117.90,"","","",154.2104,202.7442,107.8676,119.8890,2756.3000,80.3514,1282.7140,270.0929
117.93,"","","",154.0069,202.7442,107.7604,120.6830,2757.3618,68.8726,1282.8179,283.9438
117.97,"","","",153.8415,202.5634,107.6413,121.6358,2757.4049,68.8726,1283.3373,304.7202
118.00,"","","",153.6199,202.5634,107.4992,122.5885,2759.7437,83.2210,1283.8913,325.4966
118.03,"","","",153.4255,202.5634,107.3269,123.5413,2758.6101,77.4817,1283.5104,339.3475
118.07,"","","",153.2546,202.5634,107.1705,124.8116,2758.3662,71.7423,1281.3289,353.1984
118.10,"","","",153.0737,202.3825,107.0672,126.2408,2760.1454,83.2210,1282.5409,360.1239
118.13,"","","",152.8051,202.3825,106.9624,127.5111,2758.8397,80.3514,1281.7444,353.1984
118.17,"","","",152.6170,202.5634,106.8124,128.9402,2762.0107,88.9604,1282.7486,353.1984
118.20,"Pi-2mM","Left","",152.4931,202.2017,106.6687,130.2106,2700.6711,-120.5270,1283.0603,332.4220
118.23,"","","",152.3403,201.6591,106.5599,131.1634,2688.3888,-364.4508,1283.9606,325.4966
118.27,"","","",152.2390,200.7548,106.4043,131.4809,2687.9440,-602.6351,1285.5534,325.4966
118.30,"","","",152.0717,199.8505,106.3058,131.6397,2692.6503,-803.5135,1285.5881,325.4966
118.33,"","","",151.9171,198.7653,106.1804,131.6397,2688.4605,-1024.4797,1285.0687,318.5711
118.37,"","","",151.7118,197.8610,106.0343,131.6397,2690.3115,-1211.0096,1286.4191,311.6456
118.40,"","","",151.4984,196.9567,105.8842,131.7985,2688.6040,-1388.9305,1285.8651,304.7202
118.43,"","","",151.2543,196.2333,105.7421,131.7985,2690.8854,-1555.3726,1284.0991,283.9438
118.47,"","","",151.0345,195.5098,105.6262,131.7985,2691.6602,-1687.3784,1284.3761,270.0929
118.50,"","","",150.8093,195.1481,105.4801,131.9573,2690.7276,-1825.1235,1285.6227,256.2420
118.53,"","","",150.5896,194.9672,105.3547,132.1161,2690.0389,-1951.3899,1287.4579,249.3165
118.57,"","","",150.3662,195.1481,105.2483,132.1161,2690.6702,-2066.1776,1287.3194,242.3911
118.60,"","","",150.1781,195.1481,105.1260,132.1161,2691.3159,-2160.8774,1287.2502,235.4656
118.63,"","","",149.9864,194.9672,104.9894,131.9573,2690.8567,-2244.0984,1285.5534,221.6147
118.67,"","","",149.7567,194.6055,104.8378,131.9573,2691.6602,-2321.5801,1285.3803,214.6892
118.70,"","","",149.5135,194.7864,104.7497,131.9573,2690.0819,-2390.4527,1284.7224,207.7638
118.73,"","","",149.3064,194.7864,104.6187,131.7985,2691.4737,-2430.6284,1286.0036,207.7638
118.77,"","","",149.1264,194.9672,104.4821,131.7985,2691.5742,-2465.0647,1285.1725,200.8383
118.80,"","","",148.9121,194.9672,104.3431,131.4809,2690.6559,-2496.6313,1287.0424,193.9128
118.83,"","","",148.6851,195.3290,104.2320,131.1634,2692.6790,-2499.5009,1288.8777,200.8383
118.87,"","","",148.4455,195.6907,104.1192,131.0046,2689.0775,-2499.5009,1288.2197,200.8383
118.90,"","","",148.2022,196.5950,103.9732,130.6870,2690.6845,-2482.2828,1288.0466,207.7638
118.93,"","","",148.0042,197.3184,103.8223,130.6870,2689.2354,-2456.4556,1288.5314,200.8383
118.97,"","","",147.7926,198.2227,103.6897,130.5282,2690.7276,-2413.4102,1289.0508,207.7638
119.00,"","","",147.5819,198.9462,103.5508,130.6870,2691.1293,-2364.6255,1288.9815,200.8383
119.03,"","","",147.3504,199.8505,103.4063,130.8458,2693.0807,-2284.2741,1289.3624,200.8383
119.07,"","","",147.1315,200.7548,103.2880,131.0046,2691.6315,-2203.9228,1288.3236,200.8383
119.10,"","","",146.9254,201.4782,103.1339,131.0046,2694.9604,-2100.6139,1288.2544,193.9128
119.13,"","","",146.7110,202.2017,102.9902,131.1634,2690.4263,-2003.0444,1289.6395,186.9874
119.17,"","","",146.4985,202.9251,102.9164,130.8458,2691.5168,-1882.5174,1287.1117,180.0619
119.20,"","","",146.2670,204.0103,102.7687,130.6870,2698.7914,-1730.4237,1285.4496,166.2110
119.23,"","","",146.0654,205.0954,102.6020,130.6870,2700.9006,-1558.2423,1284.8609,152.3601
119.27,"","","",145.8637,206.1806,102.4718,130.8458,2693.2816,-1403.2789,1286.5923,145.4346
119.30,"","","",145.6232,207.2657,102.3693,130.6870,2697.9592,-1216.7490,1286.4538,131.5837
119.33,"","","",145.3645,208.7126,102.2725,130.3694,2697.5718,-1010.1313,1286.1075,124.6583
119.37,"","","",145.1511,209.9786,102.1534,130.2106,2695.4339,-806.3832,1286.1421,117.7328
119.40,"","","",144.9784,211.0638,102.0383,130.2106,2696.4957,-585.4170,1286.2114,96.9564
119.43,"","","",144.8057,211.9681,101.9088,130.0518,2695.0895,-352.9720,1286.3845,90.0310
119.47,"","","",144.6022,213.0533,101.7620,129.8930,2695.4052,-111.9180,1287.9081,76.1800
119.50,"","","",144.3924,213.9576,101.6230,129.8930,2693.4395,146.3542,1289.3971,69.2546
119.53,"","","",144.1528,214.8619,101.4960,129.7342,2695.6061,189.3996,1288.7045,62.3291
119.57,"","","",143.9376,215.5853,101.3372,129.7342,2695.8069,186.5299,1289.1893,62.3291
119.60,"","","",143.7214,215.7662,101.2094,129.8930,2692.3777,169.3118,1287.6311,62.3291
119.63,"","","",143.5171,215.7662,101.0839,129.8930,2694.2143,175.0512,1288.7392,62.3291
119.67,"","","",143.3235,215.5853,100.9616,129.7342,2693.6834,163.5724,1289.6048,62.3291
119.70,"","","",143.1011,215.2236,100.8028,129.7342,2693.3247,154.9633,1290.6090,76.1800
119.73,"","","",142.8705,215.0427,100.6790,129.8930,2694.8169,146.3542,1290.0204,76.1800
119.77,"","","",142.6444,215.0427,100.5583,130.0518,2695.2330,146.3542,1289.5010,76.1800
